Unnamed: 0,label,message,msg_new
189,0,投资机会仍然集中在微观结构在此轮调整中出现明显改善的品种,投资 机会 仍然 集中 在 微观 结构 在 此轮 调整 中 出现 明显改善 的 品种
190,0,港版原封小6金色16G仅需4199,港版 原封 小 6 金色 16G 仅 需 4199
191,1,亲，金汕教育春季班从x月x号起陆续开班啦！报名热线xxxxxxxx，或者直接回复需要补习的年级科目，我们会尽快跟您联系的。,亲 ， 金汕 教育 春季班 从 x 月 x 号 起 陆续 开班 啦 ！ 报名 热线 xxxxxxxx ， 或者 直接 回复 需要 补习 的 年级 科目 ， 我们 会 尽快 跟 您 联系 的 。
192,0,徐州市区x条主干道违停将罚款xxx元记x分,徐州 市区 x 条 主干道 违停 将 罚款 xxx 元记 x 分
193,0,重新审视、展览、出版中国与西方交流文化的始端,重新 审视 、 展览 、 出版 中国 与 西方 交流 文化 的 始端
194,1,家长您好：旗帜数学本着提高学生成绩的宗旨，新学期开课啦。招生电话：xxxxxxxxxxx   xxxxxxxxxxx地址：五完小西十,家长 您好 ： 旗帜 数学 本着 提高 学生 成绩 的 宗旨 ， 新学期 开课 啦 。 招生 电话 ： xxxxxxxxxxx       xxxxxxxxxxx 地址 ： 五完 小西 十
195,0,昆山爆炸——铝粉燃爆的军用级威力,昆山 爆炸 — — 铝粉 燃爆 的 军用 级 威力
196,0,我电脑的Windows系统自带游戏为嘛没有扫雷,我 电脑 的 Windows 系统 自带 游戏 为 嘛 没有 扫雷
197,0,西安市75中郭老师和苏校长都说没有任何问题能上75中的重点班,西安市 75 中 郭 老师 和 苏 校长 都 说 没有 任何 问题 能 上 75 中 的 重点班
198,0,虎子一脸悲催：遇到股票上涨,虎子 一脸 悲 催 ： 遇到 股票 上涨
199,0,都是在纠纷发生前已然存在的客观事实,都 是 在 纠纷 发生 前 已然 存在 的 客观事实
200,1,【学海教.育】个性化教.育第一品牌，一线教师根据学生学习情况，制订适合的教学方案，查.漏补缺。电话：xxxxxxx xxxxxxx,【 学海 教 . 育 】 个性化 教 . 育 第一 品牌 ， 一线 教师 根据 学生 学习 情况 ， 制订 适合 的 教学 方案 ， 查 . 漏 补缺 。 电话 ： xxxxxxx   xxxxxxx
201,0,又有好声音听了又可以看到萌萌的轩轩和诺一了下次再看一集就可以回重庆了好开森,又 有 好 声音 听 了 又 可以 看到 萌萌 的 轩轩 和 诺 一 了 下次 再 看 一集 就 可以 回 重庆 了 好 开森
202,0,考虑重置下PC上的前几部吧……,考虑 重置 下 PC 上 的 前 几部 吧 … …
203,0,xx人分别享有世界众筹节发起人权益,xx 人 分别 享有 世界 众筹节 发起人 权益
204,0,盐城市建湖县九龙口通用机场开工建设,盐城市 建湖县 九龙 口 通用 机场 开工 建设
205,1,感谢致电长沙张斌智能科技有限公司（迪非凡），提供车位锁、车轮锁，并承接交通设施、地下停车场的施工及安装，厂家直销！地址：红星安置小区B区xx,感谢 致电 长沙 张斌 智能 科技 有限公司 （ 迪 非凡 ） ， 提供 车位锁 、 车轮锁 ， 并 承接 交通设施 、 地下 停车场 的 施工 及 安装 ， 厂家直销 ！ 地址 ： 红星 安置 小区 B 区 xx
206,0,LP美白丸主要功效：促进肝脏排毒、抗氧化和自由基的清除剂,LP 美白丸 主要 功效 ： 促进 肝脏 排毒 、 抗氧化 和 自由基 的 清除剂
207,0,害怕……走腾讯云更新舰娘缓存似乎并不是个好主意……虽然更新速度确实很快,害怕 … … 走 腾讯 云 更新 舰娘 缓存 似乎 并 不是 个 好 主意 … … 虽然 更新 速度 确实 很快
208,0,不到5小时将犯罪嫌疑人赵某某抓获归案,不到 5 小时 将 犯罪 嫌疑人 赵 某某 抓获归案
209,0,盗墓笔记为啥VIP也不管用了～看到第七集～心痒痒～有哪位好心人知道百度云盘链接,盗墓 笔记 为啥 VIP 也 不管 用 了 ～ 看到 第七集 ～ 心 痒痒 ～ 有 哪位 好心人 知道 百度 云盘 链接
210,0,摸一下提神醒脑抓一下神魂颠倒滚一圈你这辈子就完鸟,摸 一下 提神醒脑 抓 一下 神魂颠倒 滚 一圈 你 这辈子 就 完鸟
211,0,所以说做股票还是要尊重大盘,所以 说 做股票 还是 要 尊重 大盘
212,1,感谢您使用短信营业厅！您已获得短厅装宽带送无线路由器资格。现新装宽带仅需xxxx元最高可达xxM，立即回复xx预约登记【广东电信】,感谢您 使用 短信 营业厅 ！ 您 已 获得 短厅 装 宽带 送 无线 路由器 资格 。 现 新装 宽带 仅 需 xxxx 元 最高 可达 xxM ， 立即 回复 xx 预约 登记 【 广东电信 】
213,1,xxxxxxxxxxxxxxxxxxx沈宇     工商银行,xxxxxxxxxxxxxxxxxxx 沈宇           工商银行
214,0,七月总结：操作14只股买入额150万,七月 总结 ： 操作 14 只股 买入 额 150 万
215,0,今天看了某前同事Linkedin上的简历…决定再也不相信简历这种东西…感觉只看到了厚颜无耻…,今天 看 了 某前 同事 Linkedin 上 的 简历 … 决定 再也 不 相信 简历 这种 东西 … 感觉 只 看到 了 厚颜无耻 …
216,0,只有痛到极致才明白有些伤口它不会自己愈合你不得不找医生冲洗消毒乖乖每天敷药如果你不去管它炎症始终在哪里蔓延更大的病情又是何苦找虐,只有 痛到 极致 才 明白 有些 伤口 它 不会 自己 愈合 你 不得不 找 医生 冲洗 消毒 乖乖 每天 敷药 如果 你 不 去 管 它 炎症 始终 在 哪里 蔓延 更大 的 病情 又 是 何苦 找虐
217,0,浙江正大拆基督教会的十字架,浙江 正大 拆 基督教 会 的 十字架
218,0,了解熟悉电梯的结构和各种安全保护装置的时候,了解 熟悉 电梯 的 结构 和 各种 安全 保护装置 的 时候
219,0,80名m1坦克仿真器的乘员驾驶着仿真器穿越令人惊讶的虚拟世界：诺克斯堡的户外战场,80 名 m1 坦克 仿真器 的 乘员 驾驶 着 仿真器 穿越 令人 惊讶 的 虚拟世界 ： 诺克斯 堡 的 户外 战场
220,0,就使用我的邀请码63y87z下载并登录浙江移动手机营业厅,就 使用 我 的 邀请 码 63y87z 下载 并 登录 浙江 移动 手机 营业厅
221,0,好声音神秘学院也将现身屋顶音乐会,好 声音 神秘 学院 也 将 现身 屋顶 音乐会
222,1,顾客：你好！永辉超市雅士利奶粉做活动x.x折，时间x月x号至x号，如有需要请到永辉超市！,顾客 ： 你好 ！ 永辉 超市 雅士利 奶粉 做 活动 x . x 折 ， 时间 x 月 x 号 至 x 号 ， 如 有 需要 请到 永辉 超市 ！
223,1,各位老板，元旦节快乐！现在淘汰母猪漂亮的x.x元一斤，公猪x.x元一斤，如有需要苹联系xxxxxxxxxxx殷水良，谢谢！祝您六畜兴旺,各位 老板 ， 元旦节 快乐 ！ 现在 淘汰 母猪 漂亮 的 x . x 元 一斤 ， 公猪 x . x 元 一斤 ， 如 有 需要 苹 联系 xxxxxxxxxxx 殷水良 ， 谢谢 ！ 祝您 六畜兴旺
224,0,次新、军工和央企改革三大主流题材都冲高回落且分化严重……,次 新 、 军工 和央企 改革 三大 主流 题材 都 冲高 回落 且 分化 严重 … …
225,0,反腐漫画廉正漫画：人民公仆,反腐 漫画 廉正 漫画 ： 人民公仆
226,0,好久没上过微博今天点上来了想发个微博愣是不知道在哪里发表后来百度才知道勉强冒个泡不知道好友吗还好吗,好久没 上过 微博 今天 点 上来 了 想 发个 微博 愣 是 不 知道 在 哪里 发表 后来 百度 才 知道 勉强 冒个 泡 不 知道 好友 吗 还好 吗
227,0,阿里、京东、百度、网易甚至电信,阿里 、 京东 、 百度 、 网易 甚至 电信
228,0,型男帅哥健美分享29,型 男 帅哥 健美 分享 29
229,0,具有超过10种不同的随机事件的一款手机模拟经营游戏,具有 超过 10 种 不同 的 随机 事件 的 一款 手机 模拟 经营 游戏
230,0,当子宫内膜的血液遇到寒气血液会运行缓慢形成瘀血,当 子宫 内膜 的 血液 遇到 寒气 血液 会 运行 缓慢 形成 瘀血
231,1,华府名砥绿色整装x，x周年庆抢定日，德系整装xxx平米全包一口价xxxxx，包全屋主材，人工，辅料，设计方案，想不到的划算，大牌推出特,华府 名 砥 绿色 整装 x ， x 周年 庆 抢 定日 ， 德系 整装 xxx 平米 全包 一口价 xxxxx ， 包全 屋主 材 ， 人工 ， 辅料 ， 设计方案 ， 想不到 的 划算 ， 大牌 推出 特
232,0,漳浦县旅游局对两个景区发布了闭园的通知,漳浦县 旅游局 对 两个 景区 发布 了 闭园 的 通知
233,0,我准备为我的iPadAir配一个MicrosoftUniversalMobileKeyboard,我 准备 为 我 的 iPadAir 配 一个 MicrosoftUniversalMobileKeyboard
234,0,学好专业②考上研究生③交上好朋友,学好 专业 ② 考上 研究生 ③ 交上 好 朋友
235,0,因此有眼袋的MM可以将两者混合取眼膜一枚浸在混合物种,因此 有 眼袋 的 MM 可以 将 两者 混合 取 眼膜 一枚 浸 在 混合物 种
236,0,南通大学“筑梦江海”爱心志愿服务团今日傍晚举办“在路上,南通 大学 “ 筑梦 江海 ” 爱心 志愿 服务团 今日 傍晚 举办 “ 在 路上
237,0,四川大学江苏镇江校友会成立了,四川大学 江苏 镇江 校友会 成立 了
238,0,在无锡附近转了一圈、在济南附近转了一圈,在 无锡 附近 转 了 一圈 、 在 济南 附近 转 了 一圈
239,0,中国好声音=导师撕逼大会………………,中国 好 声音 = 导师 撕 逼 大会 … … … … … …
240,0,赶紧去膜拜要成为旅游达人的我吧：,赶紧 去 膜拜 要 成为 旅游 达人 的 我 吧 ：
241,0,任何疑问请致电53206688,任何 疑问请 致电 53206688
242,0,f第一次听别人亲身经历的这种学校,f 第一次 听 别人 亲身经历 的 这种 学校
243,0,这只名为“巍巍玉山三羊开泰”的巨型花灯,这 只 名为 “ 巍巍 玉山 三 羊开泰 ” 的 巨型 花灯
244,0,一搜需要装adobeflash,一 搜 需要 装 adobeflash
245,0,修眉先确定眉型　　先用眉笔画出正确眉型,修眉先 确定 眉型 　 　 先用 眉 笔画 出 正确 眉型
246,0,==恋爱中的男人好像真的什么都可以,= = 恋爱 中 的 男人 好像 真的 什么 都 可以
247,0,为企业集团管理层提供可靠的会计信息,为 企业 集团 管理层 提供 可靠 的 会计信息
248,0,微软计划在今年第四季度向Update,微软 计划 在 今年 第四季度 向 Update
249,0,洗车宝宝项目全程引进360度无接触全自动电脑洗护一体机,洗车 宝宝 项目 全程 引进 360 度 无 接触 全自动 电脑 洗护 一体机
250,1,尊贵的会员朋友，三八女人节，汇华广场负一层奥维丝丽内衣店及四楼心吻内衣店祝愿您美丽健康，魅力无限。内衣x.x折起，另有蒸蛋器，吹风机等好礼相送，还可以做乳房检测喔。欢迎光临。,尊贵 的 会员 朋友 ， 三八 女人 节 ， 汇华 广场 负 一层 奥维丝丽 内衣店 及 四楼 心吻 内衣店 祝愿 您 美丽 健康 ， 魅力 无限 。 内衣 x . x 折起 ， 另有 蒸蛋 器 ， 吹风机 等 好 礼 相送 ， 还 可以 做 乳房 检测 喔 。 欢迎光临 。
251,0,掀背式的尾箱设计并没有损失太多的动感,掀 背式 的 尾箱 设计 并 没有 损失 太多 的 动感
252,0,现在滴滴打车都能显示乘客姓名了,现在 滴滴 打车 都 能 显示 乘客 姓名 了
253,0,没有蛀牙象征着我们可以以更好的姿态迎接未来,没有 蛀牙 象征 着 我们 可以 以 更好 的 姿态 迎接 未来
254,0,台媒：尉健行反腐立下赫赫战功强调官员管好身边人,台媒 ： 尉健行 反腐 立下 赫赫战功 强调 官员 管好 身边 人
255,0,关于隐形防晒丝袜在微博再强调一次：丝袜为贴身衣物,关于 隐形 防晒 丝袜 在 微博 再 强调 一次 ： 丝袜 为 贴身衣物
256,1,亲爱的姐姐你好，我是金贝贝美容会所美容师文春秀，姐姐是这样的，我们店在本月x号，x号特推出原价xxxx，现价xxx元的卡，可以享受三次,亲爱 的 姐姐 你好 ， 我 是 金贝贝 美容 会 所 美容师 文春秀 ， 姐姐 是 这样 的 ， 我们 店 在 本月 x 号 ， x 号特 推出 原价 xxxx ， 现价 xxx 元 的 卡 ， 可以 享受 三次
257,1,台州银行xxxx期，限量版＂稳进账”理财产品：投资期限xx天（xxxx年x月xx日-xxxx年x月xx日），预期最高收益率x.x%，认,台州 银行 xxxx 期 ， 限量版 ＂ 稳 进账 ” 理财产品 ： 投资 期限 xx 天 （ xxxx 年 x 月 xx 日 - xxxx 年 x 月 xx 日 ） ， 预期 最高 收益率 x . x% ， 认
258,0,洛阳市公安局的民警你是不是把西安警察的财路给断了,洛阳市 公安局 的 民警 你 是不是 把 西安 警察 的 财路 给 断 了
259,0,2、我国的公民、法人或者其它组织向人民法院提起行,2 、 我国 的 公民 、 法人 或者 其它 组织 向 人民法院 提起 行
260,0,第三幅的建筑就相当于中国的中南海,第三幅 的 建筑 就 相当于 中国 的 中南海
261,0,在中日双方的帮助下打民事索赔,在 中日 双方 的 帮助 下 打 民事 索赔
262,0,我一般是不到12点的时候去吃饭,我 一般 是 不到 12 点 的 时候 去 吃饭
263,0,全市公安机关对27处经警告无效的噪音扰民地点给予了治安罚款处罚,全市 公安机关 对 27 处经 警告 无效 的 噪音 扰民 地点 给予 了 治安 罚款 处罚
264,0,等待驾驶人的将是法律的严惩,等待 驾驶 人 的 将 是 法律 的 严惩
265,0,我不是我你转身一走苏州里的不是我而美景掩饰我如旧美好的过不过不过都不过抱着你的烟波,我 不是 我 你 转身 一走 苏州 里 的 不是 我 而 美景 掩饰 我 如旧 美好 的 过 不过 不过 都 不过 抱 着 你 的 烟波
266,0,最高人民法院关于审理掩饰、隐瞒犯罪所得、犯罪所得收益刑事案件适用法律若干问题的解释第七条明知是犯罪所得及其产生的收益而予以掩饰、隐瞒,最高人民法院 关于 审理 掩饰 、 隐瞒 犯罪 所得 、 犯罪 所得 收益 刑事案件 适用法律 若干 问题 的 解释 第七条 明知 是 犯罪 所得 及其 产生 的 收益 而 予以 掩饰 、 隐瞒
267,0,全能囧爸百度云网盘资源高清链接,全能 囧 爸 百度 云网盘 资源 高清 链接
268,0,连手术室的医生都来吃我们的果果了,连 手术室 的 医生 都 来 吃 我们 的 果果 了
269,0,反腐到底和老百姓有什么关系,反腐 到底 和 老百姓 有 什么 关系
270,1,雅轩美发会所迎x周年店庆 携手x.x节推出大型回馈活动  老会员续充可按充值金额百分之十返送 充值xxx元送xxx元 xxxx元送x,雅轩 美发 会所迎 x 周年 店庆   携手 x . x 节 推出 大型 回馈 活动     老 会员 续充 可 按 充值 金额 百分之十 返送   充值 xxx 元 送 xxx 元   xxxx 元 送 x
271,0,这些所谓的政府公职人员出现不作为,这些 所谓 的 政府 公职人员 出现 不 作为
272,0,G2京沪高速由北京往上海方向扬州段在890K附近发生事故1起,G2 京沪 高速 由 北京 往 上海 方向 扬州 段 在 890K 附近 发生 事故 1 起
273,0,这个机器人在餐厅里主要充当传菜生的角色,这个 机器人 在 餐厅 里 主要 充当 传菜生 的 角色
274,0,九旬老人闹离婚蕉岭县法院调解准许,九旬 老人 闹 离婚 蕉岭县 法院 调解 准许
275,0,而物业要求二手房主偿还物业管理费,而 物业 要求 二手房 主 偿还 物业 管理费
276,0,或者用于广告宣传、展览以及其他商业活动中,或者 用于 广告宣传 、 展览 以及 其他 商业活动 中
277,1,三八女人节来临之际，思妍丽祝美丽的你节日快乐！x月x--xx日提前x天预约有贴心惊喜哦！心动不如行动！赶快来电预约吧！美丽热线xxxxxxx,三八 女人 节 来临 之际 ， 思 妍丽 祝 美丽 的 你 节日快乐 ！ x 月 x -- xx 日 提前 x 天 预约 有 贴心 惊喜 哦 ！ 心动 不如 行动 ！ 赶快 来电 预约 吧 ！ 美丽 热线 xxxxxxx
